id,Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
532,Female,21.0,1.58,44.0,no,yes,3.0,1.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
533,Female,18.94093,1.748106,133.662583,yes,yes,3.0,3.0,Sometimes,no,2.864933,no,1.501647,0.947884,Sometimes,Public_Transportation,Obesity_Type_III
534,Female,22.0,1.5,56.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
535,Female,17.0,1.66,58.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
536,Female,18.0,1.68,64.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,2.0,0.0,no,Public_Transportation,Normal_Weight
537,Male,31.662814,1.70653,90.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.876051,0.0,Sometimes,Automobile,Obesity_Type_I
538,Female,21.285965,1.5,78.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,2.70825,0.0,Sometimes,Public_Transportation,Obesity_Type_I
539,Male,21.0,1.72,75.0,no,yes,3.0,1.0,Sometimes,no,3.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
540,Male,17.729923,1.7,50.0,no,yes,1.003566,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
541,Female,17.0,1.6,56.0,no,yes,3.0,3.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
542,Female,19.091346,1.603923,45.0,no,no,2.66889,4.0,Frequently,no,2.487919,yes,2.0,0.790967,Sometimes,Public_Transportation,Insufficient_Weight
543,Male,21.0,1.8,65.0,yes,no,2.0,4.0,Frequently,no,2.0,yes,2.0,2.0,no,Public_Transportation,Normal_Weight
544,Male,31.386405,1.75,118.299585,yes,yes,2.630401,3.0,Sometimes,no,2.102709,no,0.63119,0.0,Sometimes,Automobile,Obesity_Type_II
545,Male,20.0,1.89,80.0,yes,yes,3.0,3.0,Frequently,no,3.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight
546,Male,26.0,1.8,87.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_I
547,Female,21.180346,1.679299,77.355417,yes,no,2.76802,1.834472,Sometimes,no,2.172649,no,1.361533,0.974939,Sometimes,Public_Transportation,Overweight_Level_II
548,Male,34.288249,1.836669,99.0,yes,yes,2.0,1.867836,Sometimes,no,2.0,no,1.0,0.0,no,Automobile,Overweight_Level_II
549,Male,25.991194,1.819728,114.480696,yes,yes,2.156065,3.0,Sometimes,no,2.140544,no,1.144076,0.677909,Sometimes,Public_Transportation,Obesity_Type_II
550,Male,30.62865,1.766975,118.392359,yes,yes,3.0,3.0,Sometimes,no,2.118716,no,0.665439,1.759954,Sometimes,Automobile,Obesity_Type_II
551,Female,26.0,1.640125,111.555967,yes,yes,3.0,3.0,Sometimes,no,2.605685,no,0.0,0.09776,Sometimes,Public_Transportation,Obesity_Type_III
552,Male,21.0,1.7,71.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
553,Female,21.67447,1.71978,132.262558,yes,yes,3.0,3.0,Sometimes,no,1.777805,no,1.68249,0.818871,Sometimes,Public_Transportation,Obesity_Type_III
554,Male,18.0,1.7,78.0,no,no,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Overweight_Level_II
555,Female,18.0,1.609321,83.0,yes,yes,2.0,3.0,Sometimes,no,1.051735,no,1.0,0.0,no,Public_Transportation,Obesity_Type_I
556,Male,24.001685,1.705682,99.199287,yes,yes,2.880759,1.473088,Sometimes,no,1.005367,no,1.0,0.105408,Sometimes,Public_Transportation,Obesity_Type_II
557,Female,18.177882,1.71582,133.166595,yes,yes,3.0,3.0,Sometimes,no,2.796894,no,1.427037,0.912457,Sometimes,Public_Transportation,Obesity_Type_III
558,Male,25.0,1.74,72.0,yes,yes,2.0,3.0,Sometimes,no,2.0,yes,0.0,0.0,Sometimes,Automobile,Normal_Weight
559,Female,18.0,1.6,50.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
560,Female,19.735968,1.603501,45.0,no,yes,3.0,4.0,Frequently,no,2.0,yes,2.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
561,Female,26.0,1.633945,111.883747,yes,yes,3.0,3.0,Sometimes,no,2.619517,no,0.0,0.140368,Sometimes,Public_Transportation,Obesity_Type_III
562,Female,22.0,1.54,50.0,no,yes,2.0,3.0,Sometimes,no,3.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
563,Female,20.089969,1.801478,151.417292,yes,yes,3.0,3.0,Sometimes,no,2.305574,no,1.881761,0.922749,Sometimes,Public_Transportation,Obesity_Type_III
564,Male,21.0,1.7,75.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Overweight_Level_I
565,Female,28.363149,1.560029,71.728069,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Automobile,Overweight_Level_I
566,Female,20.989016,1.80734,155.872093,yes,yes,3.0,3.0,Sometimes,no,2.417122,no,0.162083,0.941336,Sometimes,Public_Transportation,Obesity_Type_III
567,Male,18.0,1.844218,108.897324,yes,yes,2.0,1.250548,Sometimes,no,2.450069,no,1.0,1.0,no,Public_Transportation,Obesity_Type_I
568,Male,21.0,1.62,70.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Overweight_Level_I
569,Male,21.652229,1.712061,75.057177,yes,yes,2.0,3.0,Sometimes,no,1.174611,no,1.997529,0.0,Sometimes,Public_Transportation,Overweight_Level_I
570,Male,18.120739,1.774775,108.124595,yes,yes,2.0,1.818026,Sometimes,no,2.027984,no,0.946461,2.0,no,Public_Transportation,Obesity_Type_I
571,Male,21.016623,1.792435,105.580491,yes,yes,2.0,3.0,Sometimes,no,1.77962,no,0.00342,1.0,Sometimes,Public_Transportation,Obesity_Type_I
572,Female,23.0,1.636592,83.016968,yes,yes,2.0,1.0,Sometimes,no,2.984153,no,0.043101,0.0,no,Public_Transportation,Obesity_Type_I
573,Male,25.478662,1.849425,118.40174,yes,yes,2.446872,2.567567,Sometimes,no,2.0,no,1.967234,0.0,Sometimes,Public_Transportation,Obesity_Type_II
574,Female,18.0,1.61,51.0,no,yes,3.0,1.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
575,Female,20.976842,1.73581,133.845064,yes,yes,3.0,3.0,Sometimes,no,2.846259,no,1.917383,0.927341,Sometimes,Public_Transportation,Obesity_Type_III
576,Male,26.0,1.75,80.0,yes,no,2.0,3.0,Sometimes,no,2.0,yes,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
577,Female,18.0,1.732096,50.0,no,yes,2.996717,3.0,Sometimes,no,2.0,no,1.999836,1.035711,Sometimes,Public_Transportation,Insufficient_Weight
578,Female,26.0,1.629727,110.600553,yes,yes,3.0,3.0,Sometimes,no,2.654517,no,0.0,0.452236,Sometimes,Public_Transportation,Obesity_Type_III
579,Male,24.920362,1.796332,120.996074,yes,yes,3.0,3.0,Sometimes,no,3.0,no,1.866839,0.100048,Sometimes,Public_Transportation,Obesity_Type_II
580,Male,22.0,1.72,75.0,no,yes,2.0,3.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
581,Male,21.123048,1.712473,98.296651,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,2.0,no,Public_Transportation,Obesity_Type_I
582,Female,55.0,1.63,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Automobile,Obesity_Type_I
583,Male,30.02019,1.695347,102.686908,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.899864,2.0,no,Public_Transportation,Obesity_Type_II
584,Male,43.0,1.77,75.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,1.0,0.0,Frequently,Automobile,Obesity_Type_I
585,Female,18.335019,1.807406,138.034526,yes,yes,3.0,3.0,Sometimes,no,2.507461,no,1.689371,0.807457,Sometimes,Public_Transportation,Obesity_Type_III
586,Female,25.920738,1.603404,102.950929,yes,yes,3.0,3.0,Sometimes,no,1.042989,no,0.04525,0.723154,Sometimes,Public_Transportation,Obesity_Type_III
587,Male,23.0,1.76,70.0,yes,yes,3.0,4.0,Frequently,no,1.0,yes,0.0,2.0,Sometimes,Automobile,Normal_Weight
588,Female,18.907514,1.741925,133.017105,yes,yes,3.0,3.0,Sometimes,no,2.678779,no,1.46525,0.735372,Sometimes,Public_Transportation,Obesity_Type_III
589,Female,26.0,1.637725,111.939983,yes,yes,3.0,3.0,Sometimes,no,2.739351,no,0.0,0.55415,Sometimes,Public_Transportation,Obesity_Type_III
590,Male,24.0,1.7,78.0,yes,yes,3.0,3.0,Sometimes,no,3.0,no,1.0,2.0,Frequently,Public_Transportation,Overweight_Level_II
591,Female,21.0,1.69,78.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
592,Female,28.0,1.7,78.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,1.0,1.0,Sometimes,Automobile,Overweight_Level_II
593,Male,33.161998,1.758959,118.114184,yes,yes,2.802696,3.0,Sometimes,no,1.130079,no,1.079709,0.0,Sometimes,Automobile,Obesity_Type_II
594,Male,17.0,1.8,60.0,yes,yes,2.0,3.0,Always,no,2.0,no,0.0,1.0,Sometimes,Automobile,Normal_Weight
595,Female,25.940153,1.629191,104.854928,yes,yes,3.0,3.0,Sometimes,no,2.654636,no,0.15136,0.825609,Sometimes,Public_Transportation,Obesity_Type_III
596,Female,20.552695,1.724268,132.94066,yes,yes,3.0,3.0,Sometimes,no,1.853991,no,1.586525,0.885993,Sometimes,Public_Transportation,Obesity_Type_III
597,Female,19.529746,1.672007,49.980968,yes,yes,2.927409,3.0,Frequently,no,1.796956,no,2.0,0.849503,no,Public_Transportation,Insufficient_Weight
598,Male,20.0,1.81,69.0,no,yes,2.0,3.0,Always,no,3.0,no,3.0,0.0,Sometimes,Public_Transportation,Normal_Weight
599,Male,18.0,1.7,85.0,yes,no,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
600,Male,26.042738,1.858624,105.712219,yes,yes,2.0,3.0,Sometimes,no,3.0,no,2.0,1.593704,Sometimes,Public_Transportation,Obesity_Type_I
601,Female,18.0,1.769269,75.0,yes,yes,2.0,3.0,Sometimes,no,1.163111,no,0.783676,1.899073,no,Public_Transportation,Overweight_Level_I
602,Female,21.838323,1.755938,78.0,yes,yes,2.724121,3.559841,Sometimes,no,2.397653,no,1.82434,0.965464,Sometimes,Public_Transportation,Overweight_Level_I
603,Female,26.0,1.632193,111.886611,yes,yes,3.0,3.0,Sometimes,no,2.675567,no,0.0,0.140368,Sometimes,Public_Transportation,Obesity_Type_III
604,Male,19.0,1.83,82.0,yes,yes,3.0,3.0,Always,no,3.0,yes,3.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
605,Male,30.403205,1.695347,102.815983,yes,yes,2.966126,1.134042,Sometimes,no,1.0,no,1.989316,0.0,no,Public_Transportation,Obesity_Type_II
606,Male,20.0,1.63,83.0,no,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
607,Male,19.735968,1.814052,61.411141,no,yes,3.0,3.821168,Sometimes,no,1.394883,no,2.075293,0.831412,Sometimes,Automobile,Insufficient_Weight
608,Male,29.791101,1.769269,129.769141,yes,yes,2.497548,3.0,Sometimes,no,1.927976,no,0.935217,0.0,Sometimes,Public_Transportation,Obesity_Type_II
609,Female,26.0,1.629191,104.810024,yes,yes,3.0,3.0,Sometimes,no,2.740525,no,0.0,0.539876,Sometimes,Public_Transportation,Obesity_Type_III
610,Male,28.0,1.7,80.0,yes,no,2.0,3.0,Frequently,no,2.0,no,2.0,1.0,Frequently,Automobile,Overweight_Level_II
611,Female,26.0,1.632193,111.886611,yes,yes,3.0,3.0,Sometimes,no,2.638896,no,0.0,0.200379,Sometimes,Public_Transportation,Obesity_Type_III
612,Female,26.0,1.602025,65.0,yes,yes,2.0,3.0,Sometimes,no,2.550307,no,0.0,0.20482,Sometimes,Public_Transportation,Overweight_Level_I
613,Male,19.994543,1.753327,54.997374,yes,yes,2.942154,3.0,Sometimes,no,2.976672,no,1.94907,0.41322,no,Public_Transportation,Insufficient_Weight
614,Male,38.397463,1.764138,118.40174,yes,yes,2.971574,3.0,Sometimes,no,2.133767,no,0.652736,0.0,Sometimes,Automobile,Obesity_Type_II
615,Male,24.0,1.75,116.0,yes,yes,1.0,3.0,Frequently,no,3.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
616,Female,21.962426,1.719913,128.261402,yes,yes,3.0,3.0,Sometimes,no,1.972016,no,1.686229,0.77319,Sometimes,Public_Transportation,Obesity_Type_III
617,Female,18.0,1.67,50.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,1.0,2.0,no,Public_Transportation,Insufficient_Weight
618,Female,22.980957,1.717288,54.98774,yes,yes,2.0,3.24934,Frequently,no,2.0,no,1.903338,1.0,no,Public_Transportation,Insufficient_Weight
619,Female,21.0,1.6,75.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
620,Male,18.0,1.755926,51.121749,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.578517,Sometimes,Public_Transportation,Insufficient_Weight
621,Male,18.0,1.754599,96.366777,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.541455,no,Automobile,Obesity_Type_I
622,Male,29.246269,1.75,118.206565,yes,yes,2.722161,2.992606,Sometimes,no,1.944095,no,1.144876,0.0,Sometimes,Public_Transportation,Obesity_Type_II
623,Female,21.0,1.55,42.0,no,yes,3.0,1.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
624,Male,21.0,1.848294,106.49141,yes,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_I
625,Male,19.21164,1.715118,50.0,no,yes,1.963965,3.0,Sometimes,no,1.242832,no,0.926201,1.331527,Sometimes,Public_Transportation,Insufficient_Weight
626,Male,22.0,1.7,84.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,0.0,no,Public_Transportation,Normal_Weight
627,Female,23.0,1.6,60.0,yes,yes,2.0,3.0,Always,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
628,Male,33.789301,1.6811,83.568035,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.967259,no,Automobile,Overweight_Level_II
629,Male,21.687409,1.661715,98.579156,yes,yes,2.0,1.105617,Sometimes,no,2.765593,no,0.903369,1.616826,no,Public_Transportation,Obesity_Type_I
630,Female,25.976209,1.619128,102.555691,yes,yes,3.0,3.0,Sometimes,no,1.436616,no,0.067329,0.462973,Sometimes,Public_Transportation,Obesity_Type_III
631,Male,30.575349,1.643332,103.017623,yes,yes,2.600217,2.175153,Sometimes,no,1.0,no,1.82434,0.0,no,Public_Transportation,Obesity_Type_II
632,Female,17.0,1.56,55.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
633,Female,26.0,1.624134,111.939983,yes,yes,3.0,3.0,Sometimes,no,2.653563,no,0.0,0.091711,Sometimes,Public_Transportation,Obesity_Type_III
634,Male,23.0,1.7,66.0,no,no,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
635,Male,30.722801,1.817641,120.8158,yes,yes,2.984425,3.0,Sometimes,no,2.358088,no,0.889963,1.352649,Sometimes,Automobile,Obesity_Type_II
636,Female,21.0,1.67,62.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Frequently,Public_Transportation,Normal_Weight
637,Male,22.276969,1.872517,121.277832,yes,yes,2.630137,2.725012,Sometimes,no,1.970508,no,1.097983,1.0,Sometimes,Public_Transportation,Obesity_Type_II
638,Male,21.67315,1.7,80.0,yes,yes,2.0,1.193486,Sometimes,no,1.229915,no,0.0,1.0,no,Public_Transportation,Overweight_Level_II
639,Male,17.0,1.75,98.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,3.0,0.0,no,Walking,Obesity_Type_I
640,Female,17.0,1.6,49.0,no,yes,3.0,4.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Automobile,Insufficient_Weight
641,Female,25.920738,1.629727,109.959714,yes,yes,3.0,3.0,Sometimes,no,2.679137,no,0.0,0.479348,Sometimes,Public_Transportation,Obesity_Type_III
642,Female,23.0,1.66,60.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
643,Male,18.0,1.79,78.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,no,Public_Transportation,Normal_Weight
644,Male,24.0,1.75,64.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
645,Male,28.377958,1.700627,81.32297,yes,yes,2.0,1.717608,Sometimes,no,1.619305,no,1.851404,1.865851,Sometimes,Public_Transportation,Overweight_Level_II
646,Male,28.393111,1.763341,118.332689,yes,yes,2.108711,2.999744,Sometimes,no,1.776991,no,1.989316,0.0,Sometimes,Public_Transportation,Obesity_Type_II
647,Male,24.739421,1.7,84.340406,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.630866,Sometimes,Public_Transportation,Overweight_Level_II
648,Male,23.0,1.817641,105.000789,yes,yes,2.0,3.0,Sometimes,no,1.622827,no,0.026033,0.540812,Sometimes,Public_Transportation,Obesity_Type_I
649,Female,19.88036,1.853223,87.105828,yes,yes,2.716909,3.821461,Sometimes,no,2.0,no,0.539952,1.460564,Sometimes,Public_Transportation,Overweight_Level_II
650,Female,23.0,1.644161,54.922234,yes,no,2.923916,3.98955,Frequently,no,2.0,no,0.923428,1.59257,no,Public_Transportation,Insufficient_Weight
651,Male,24.0,1.75,69.0,no,no,2.0,3.0,Sometimes,no,2.0,no,2.0,2.0,Sometimes,Walking,Normal_Weight
652,Male,23.0,1.7,75.0,yes,yes,2.0,3.0,Sometimes,no,2.482294,yes,0.987591,1.836853,Sometimes,Public_Transportation,Overweight_Level_I
653,Male,21.0,1.584322,70.0,no,yes,2.971588,1.0,no,no,2.71659,no,1.228136,0.0,Sometimes,Public_Transportation,Overweight_Level_I
654,Male,25.758307,1.829239,117.398976,yes,yes,2.766612,1.851088,Sometimes,no,2.0,no,1.926381,0.0,Sometimes,Public_Transportation,Obesity_Type_II
655,Female,26.0,1.626179,110.818757,yes,yes,3.0,3.0,Sometimes,no,2.724099,no,0.0,0.278962,Sometimes,Public_Transportation,Obesity_Type_III
656,Female,23.0,1.668553,80.458343,yes,yes,2.0,2.141839,Sometimes,no,2.369627,no,0.766007,1.50301,no,Public_Transportation,Overweight_Level_II
657,Female,21.0,1.54,63.0,no,yes,3.0,4.0,Frequently,no,2.0,no,1.0,0.0,no,Public_Transportation,Overweight_Level_I
658,Female,21.412434,1.763343,127.902844,yes,yes,3.0,3.0,Sometimes,no,1.419136,no,0.390877,0.000436,Sometimes,Public_Transportation,Obesity_Type_III
659,Female,41.0,1.54,77.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Automobile,Overweight_Level_II
660,Female,20.924808,1.589321,80.0,yes,yes,2.0,3.0,Sometimes,no,1.618189,no,2.0,0.0,no,Public_Transportation,Obesity_Type_I
661,Female,16.129279,1.5,42.0,no,yes,3.0,1.0,Sometimes,no,1.0,yes,0.0,0.466169,no,Public_Transportation,Insufficient_Weight
662,Female,39.0,1.69,80.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II
663,Male,22.200779,1.793378,105.000789,yes,yes,2.0,3.0,Sometimes,no,2.300666,no,0.005939,0.0,Sometimes,Public_Transportation,Obesity_Type_I
664,Female,21.420537,1.741193,133.888629,yes,yes,3.0,3.0,Sometimes,no,1.810738,no,1.34139,0.954216,Sometimes,Public_Transportation,Obesity_Type_III
665,Female,21.0,1.65,45.0,no,no,3.0,3.0,Frequently,no,1.0,yes,1.0,1.0,no,Public_Transportation,Insufficient_Weight
666,Female,26.0,1.62495,111.886611,yes,yes,3.0,3.0,Sometimes,no,2.70914,no,0.0,0.200379,Sometimes,Public_Transportation,Obesity_Type_III
667,Male,55.022494,1.7,80.113493,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.679935,0.0,no,Automobile,Overweight_Level_II
668,Female,21.0,1.55,63.0,yes,no,2.0,1.0,Sometimes,no,2.0,yes,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
669,Female,26.0,1.62456,111.856492,yes,yes,3.0,3.0,Sometimes,no,2.578292,no,0.0,0.433463,Sometimes,Public_Transportation,Obesity_Type_III
670,Female,21.232659,1.719913,137.796884,yes,yes,3.0,3.0,Sometimes,no,2.155926,no,1.655488,0.947192,Sometimes,Public_Transportation,Obesity_Type_III
671,Male,25.717522,1.75015,115.382519,yes,yes,2.177243,3.0,Sometimes,no,2.155558,no,1.156024,0.071317,Sometimes,Public_Transportation,Obesity_Type_II
672,Male,31.562895,1.773259,119.081804,yes,yes,2.938616,3.0,Sometimes,no,2.172649,no,1.055854,1.771135,Sometimes,Public_Transportation,Obesity_Type_II
673,Female,19.0,1.5,45.0,no,yes,1.0,3.0,Frequently,no,1.0,no,1.0,0.0,no,Public_Transportation,Insufficient_Weight
674,Female,21.81119,1.676095,49.815599,yes,yes,3.0,3.0,Frequently,no,2.966647,no,1.910432,0.256382,no,Public_Transportation,Insufficient_Weight
675,Male,17.0,1.7,60.0,yes,yes,2.0,4.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
676,Male,22.865018,1.849425,121.657979,yes,yes,2.9673,2.952821,Sometimes,no,1.711666,no,0.889963,0.0,Sometimes,Public_Transportation,Obesity_Type_II
677,Male,34.576714,1.73325,103.841672,yes,yes,2.0,2.992083,Sometimes,no,1.0,no,0.15136,0.0,no,Automobile,Obesity_Type_II
678,Male,21.746113,1.668553,94.454394,yes,yes,2.0,2.968098,Sometimes,no,2.0,no,0.783676,1.281141,no,Public_Transportation,Obesity_Type_I
679,Male,30.553097,1.704573,82.403076,yes,yes,2.177243,2.992606,Sometimes,no,1.619305,no,0.073065,1.0,Sometimes,Public_Transportation,Overweight_Level_II
680,Male,19.084967,1.795445,89.868784,no,yes,1.936479,3.897078,Sometimes,no,2.0,no,3.0,1.894105,Sometimes,Public_Transportation,Overweight_Level_I
681,Male,21.0,1.7,80.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,3.0,1.0,Sometimes,Public_Transportation,Normal_Weight
682,Female,25.96701,1.737313,110.81746,yes,yes,3.0,3.0,Sometimes,no,2.550672,no,0.0,0.479348,Sometimes,Public_Transportation,Obesity_Type_III
683,Female,33.0,1.6,90.0,yes,yes,2.0,1.0,Sometimes,no,3.0,no,1.0,0.0,no,Automobile,Obesity_Type_I
684,Male,19.0,1.7,65.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,no,Public_Transportation,Normal_Weight
685,Female,18.335019,1.743935,133.735889,yes,yes,3.0,3.0,Sometimes,no,2.84174,no,1.465931,0.926443,Sometimes,Public_Transportation,Obesity_Type_III
686,Male,19.17614,1.751118,85.065525,yes,yes,2.388168,3.0,Sometimes,no,2.616285,no,1.228136,0.974939,Sometimes,Public_Transportation,Overweight_Level_I
687,Male,18.0,1.75,70.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
688,Female,19.483036,1.53777,42.0,no,yes,3.0,1.0,Frequently,no,2.0,no,0.00705,1.0,no,Public_Transportation,Insufficient_Weight
689,Male,19.0,1.65,75.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,no,Walking,Overweight_Level_II
690,Female,26.0,1.6,60.0,yes,yes,1.0,3.0,Frequently,no,1.0,no,1.0,0.0,Sometimes,Automobile,Normal_Weight
691,Male,23.0,1.68,65.0,no,no,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Frequently,Automobile,Normal_Weight
692,Female,18.0,1.7,50.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,2.0,Sometimes,Public_Transportation,Insufficient_Weight
693,Male,18.0,1.7,80.0,yes,no,2.0,2.7976,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Overweight_Level_II
694,Female,21.90012,1.694952,133.346641,yes,yes,3.0,3.0,Sometimes,no,2.825629,no,1.501754,0.937492,Sometimes,Public_Transportation,Obesity_Type_III
695,Female,25.919571,1.610488,104.988925,yes,yes,3.0,3.0,Sometimes,no,2.813234,no,0.204108,0.629578,Sometimes,Public_Transportation,Obesity_Type_III
696,Male,21.0,1.61,66.5,no,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
697,Female,18.0,1.603435,90.0,yes,yes,2.0,1.057935,Sometimes,no,2.0,no,0.389717,0.0,no,Public_Transportation,Obesity_Type_I
698,Male,18.0,1.72,70.0,no,yes,3.0,3.0,Frequently,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight
699,Female,37.532066,1.567756,76.098523,yes,yes,2.0,3.0,Sometimes,no,1.636326,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I
700,Female,25.919241,1.622771,102.174953,yes,yes,3.0,3.0,Sometimes,no,1.412049,no,0.000454,0.461532,Sometimes,Public_Transportation,Obesity_Type_III
701,Male,18.128249,1.754996,52.08657,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.206025,1.839862,Sometimes,Public_Transportation,Insufficient_Weight
702,Female,26.0,1.623113,105.000276,yes,yes,3.0,3.0,Sometimes,no,2.476002,no,0.005939,0.546137,Sometimes,Public_Transportation,Obesity_Type_III
703,Male,32.593129,1.65,74.433362,yes,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_I
704,Male,20.954955,1.755978,53.699561,yes,yes,2.0,3.0,Sometimes,no,1.86393,no,2.870127,2.0,Sometimes,Public_Transportation,Insufficient_Weight
705,Male,25.992719,1.677178,79.828725,yes,yes,2.0,2.119826,Sometimes,no,3.0,no,0.008368,0.0,Sometimes,Public_Transportation,Overweight_Level_I
706,Male,30.916426,1.783914,120.901591,yes,yes,2.195964,3.0,Sometimes,no,2.514872,no,0.766007,1.198439,Sometimes,Automobile,Obesity_Type_II
707,Female,21.682367,1.751067,133.779919,yes,yes,3.0,3.0,Sometimes,no,1.810738,no,1.528968,0.857718,Sometimes,Public_Transportation,Obesity_Type_III
708,Male,25.036269,1.757132,112.200812,yes,yes,2.819934,3.0,Sometimes,no,2.013205,no,1.293396,0.022245,Sometimes,Automobile,Obesity_Type_II
709,Female,39.0,1.54,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I
